Brand Name,Generic Name,Number of Manufacturers,Year,Total Spending,Total Dosage Units,Total Claims,"Total 
Beneficiaries",Average Spending Per Dosage Unit (Weighted),"Average 
Spending Per Claim","Average 
Spending Per Beneficiary","Outlier 
Flag",Change in Average Spending Per Dosage Unit (2021-2022),Annual Growth Rate in Average Spending Per Dosage Unit (2018-2022)
Auryxia,Ferric Citrate,1,2018,116014333.8,21283571,103061,26092,5.45,1125.69,4446.36,0,0.0965,0.0767
Austedo,Deutetrabenazine,1,2018,136444846,1796902,26673,4242,74.4,5115.47,32165.22,0,0.0778,0.0693
Autoshield Duo Pen Needle,"Pen Needle,Dual Safety,Diabetc",1,2018,12151676.43,17749209,176013,44936,0.68,69.04,270.42,0,0.0825,0.0619
Autoshield Pen Needle,"Pen Needle, Diabetic, Safety",1,2018,10683.92,22523,156,87,0.47,68.49,122.8,0,0.0054,0.011
Auvi-Q,Epinephrine,1,2018,5958670.54,2464,996,894,2418.03,5982.6,6665.18,0,-0.879,-0.4084
Avalide,Irbesartan/Hydrochlorothiazide,1,2018,1665764.33,225534,3793,747,7.43,439.17,2229.94,0,0.0495,0.0506
Avapro,Irbesartan,1,2018,4560153.99,698690,11790,2388,6.6,386.78,1909.61,0,0.0818,0.0541
Avastin,Bevacizumab,1,2018,22502676.12,111042,3772,758,202.65,5965.71,29686.91,0,0.0033,0.011
Aveed,Testosterone Undecanoate,1,2018,475879.56,1302,431,144,365.5,1104.13,3304.72,0,0.0881,0.0947
Aviane,Levonorgestrel/Ethin.Estradiol,1,2018,137128.61,268026,6284,1649,0.51,21.82,83.16,0,0.0105,0.0096
Avita,Tretinoin,1,2018,10596.04,3590,84,45,2.95,126.14,235.47,0,-0.002,-0.0336
Avodart,Dutasteride,1,2018,5131407.26,817295,15107,3335,6.28,339.67,1538.65,0,0.1702,0.0612
Avonex,Interferon Beta-1a,1,2018,269610487.5,39036,35038,4202,6906.67,7694.8,64162.42,0,0.0318,0.0258
Avonex Pen,Interferon Beta-1a,1,2018,313649031.9,45497,40576,4794,6893.88,7729.92,65425.33,0,0.0353,0.0278
Avycaz,Ceftazidime/Avibactam,1,2018,5336534.76,255454,1455,374,20.89,3667.72,14268.81,1,0.2288,0.1811
Azacitidine,Azacitidine,9,2018,2289409.81,6035,575,189,378.31,3981.58,12113.28,0,0.067,-0.0538
Azactam,Aztreonam,1,2018,562844.26,88067,1438,603,6.17,391.41,933.41,1,-0.5087,-0.0873
Azasan,Azathioprine,1,2018,1436069.05,125100,2000,555,11.3,718.03,2587.51,0,0.0402,0.0634
Azasite,Azithromycin,1,2018,2661996.16,36628,11887,7617,72.68,223.94,349.48,0,0.0893,0.0595
Azathioprine,Azathioprine,6,2018,28773453.95,46005571,438444,88418,0.63,65.63,325.43,0,0.3025,0.0314
Azelaic Acid,Azelaic Acid,5,2018,555771.62,104180,1786,1744,5.33,311.18,318.68,0,-0.0122,-0.1279
Azelastine HCl*,Azelastine HCl,17,2018,79213401.89,50740513,1631567,741001,2.23,48.55,106.9,0,0.0286,-0.0443
Azilect,Rasagiline Mesylate,1,2018,9756182.75,412217,9475,2374,23.67,1029.68,4109.6,0,0.1055,0.09
Azithromycin*,Azithromycin,25,2018,64670579.8,56826485,8002205,5841941,1.16,8.08,11.07,0,0.0641,0.0152
Azopt,Brinzolamide,2,2018,186153999.6,6489708,518720,143630,28.68,358.87,1296.07,0,0.0242,0.0573
Azor,Amlodipine Bes/Olmesartan Med,2,2018,6522444.92,650283,13588,2994,10.06,480.02,2178.51,0,0.0232,0.0478
Aztreonam,Aztreonam,3,2018,2477847.7,516214,4544,1800,5.3,545.3,1376.58,0,0.1773,0.1111
Azulfidine,Sulfasalazine,1,2018,413504.07,243232,1001,253,1.71,413.09,1634.4,0,0.0991,0.0113
Azurette,Desog-E.Estradiol/E.Estradiol,1,2018,54216.75,58548,1353,348,0.93,40.07,155.8,0,-0.0839,-0.0183
B-D Single Use Alcohol Swab,Alcohol Antiseptic Pads,1,2018,1778.02,57420,524,156,0.03,3.39,11.4,0,-0.0503,-0.0079
BCG (Tice Strain),BCG Live,1,2018,599459.11,3761,1033,623,159.39,580.31,962.21,0,0.0104,0.0063
Bacitracin*,Bacitracin,1,2018,9857536.18,384981,103164,67505,25.61,95.55,146.03,0,0.0025,0.0052
Bacitracin-Polymyxin,Bacitracin/Polymyxin B Sulfate,1,2018,465607.77,105178,28667,22077,4.43,16.24,21.09,0,-0.0277,-0.0226
Baclofen*,Baclofen,20,2018,95853665.01,368408907,4024756,1189537,0.26,23.82,80.58,0,0.0061,0.0561
Bactrim Ds,Sulfamethoxazole/Trimethoprim,1,2018,27347.14,10731,330,308,2.55,82.87,88.79,0,0.0534,0.0059
Balsalazide Disodium,Balsalazide Disodium,2,2018,22456084.62,37029351,118922,24960,0.61,188.83,899.68,0,-0.0086,-0.0014
Balziva,Norethindrone-Ethin. Estradiol,1,2018,63662.13,86525,2017,382,0.74,31.56,166.65,0,-0.0418,0.033
Band-Aid Gauze Pads,Gauze Bandage,1,2018,1410.72,11991,210,151,0.12,6.72,9.34,0,0.1004,0.0324
Banzel,Rufinamide,1,2018,90866069.98,6948387,28609,2515,18.79,3176.14,36129.65,0,-0.0333,0.0379
Baraclude,Entecavir,1,2018,5978029.16,208946,3639,570,41.44,1642.77,10487.77,0,-0.0074,-0.0204
Basaglar Kwikpen U-100,"Insulin Glargine,Hum.Rec.Anlog",1,2018,465122211.5,21215406,1208662,274316,21.92,384.82,1695.57,0,0.0129,0.0101
Baxdela*,Delafloxacin Meglumine,1,2018,1854812.45,26395,1066,767,71.01,1739.97,2418.27,0,0.0688,0.0422
Bd Insulin Syringe,"Syringe And Needle,Insulin,1ml",1,2018,850.1,3490,57,16,0.24,14.91,53.13,0,-0.1002,-0.0415
Bd Insulin Syringe Micro-Fine,"Syringe-Needle,Insulin,0.5 Ml",1,2018,2052.12,7801,99,42,0.26,20.73,48.86,0,0.1186,0.0259
Bd Insulin Syringe Ult-Fine II,"Syring-Needl,Disp,Insul,0.3 Ml",1,2018,19509.44,70034,672,383,0.28,29.03,50.94,0,0.0025,0.0038
Bd Insulin Syringe Ult-Fine II,"Syringe And Needle,Insulin,1ml",1,2018,55349.55,198743,1883,1045,0.28,29.39,52.97,0,0.9557,0.2205
Bd Insulin Syringe Ult-Fine II,"Syringe-Needle,Insulin,0.5 Ml",1,2018,56451.4,203830,1896,1052,0.28,29.77,53.66,0,0.0013,0.0064
Bd Insulin Syringe Ultra-Fine,"Syring-Needl,Disp,Insul,0.3 Ml",1,2018,8136.04,28890,285,171,0.28,28.55,47.58,0,-0.0025,-0.0016
Bd Insulin Syringe Ultra-Fine,"Syringe-Needle,Insulin,0.5 Ml",1,2018,20425.76,74084,721,335,0.28,28.33,60.97,0,-0.0071,-0.0009
Beconase Aq,Beclomethasone Dipropionate,1,2018,2144048.86,181725,5473,1824,11.8,391.75,1175.47,0,0.0112,0.0053
Belbuca,Buprenorphine HCl,1,2018,24252445,2948851,51827,15989,8.16,467.95,1516.82,0,0.0912,0.1085
Belladonna-Opium,Opium/Belladonna Alkaloids,1,2018,340863.31,13677,749,424,25.04,455.09,803.92,0,0.0069,0.0241
Belsomra,Suvorexant,1,2018,79259333.22,6973035,220160,56300,11.37,360.01,1407.8,0,0.0599,0.0566
Benazepril HCl,Benazepril HCl,4,2018,26582288.91,197185360,2639109,632438,0.13,10.07,42.03,0,0.1008,0.0234
Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,4,2018,10266720.93,10227835,139692,90696,1.01,73.5,113.2,0,-0.0552,-0.1228
Bendeka,Bendamustine HCl,1,2018,2102477.28,3290,240,78,639.05,8760.32,26954.84,0,0.0014,0.0032
Benicar,Olmesartan Medoxomil,3,2018,24498427.27,3042314,59391,15414,8.16,412.49,1589.36,0,0.0257,0.046
Benicar HCT,Olmesartan/Hydrochlorothiazide,2,2018,10971480.09,1236660,28226,8825,8.9,388.7,1243.23,0,0.025,0.0447
Benlysta*,Belimumab,1,2018,45600203.11,55207,12840,1913,842.61,3551.42,23837.01,1,0.0295,0.0645
Bensal HP,Salicylic Acid,1,2018,97511.69,3192,77,45,30.55,1266.39,2166.93,0,0.0212,0.0125
Bentyl*,Dicyclomine HCl,1,2018,47288.21,19960,253,143,9.05,186.91,330.69,1,0.0556,0.4825
Benzamycin,Erythromycin/Benzoyl Peroxide,1,2018,9957.87,1072,19,11,9.29,524.1,905.26,1,0.0036,-0.3839
Benzonatate,Benzonatate,13,2018,303634.66,849366,30071,20571,0.35,10.1,14.76,0,0.0866,0.0334
Benztropine Mesylate*,Benztropine Mesylate,14,2018,26086117.1,124479971,2318143,292957,0.22,11.25,89.04,0,0.0009,0.0278
Bepreve,Bepotastine Besilate,1,2018,16723215.93,411732,56058,22260,40.62,298.32,751.27,0,0.0507,0.0632
Berinert,C1 Esterase Inhibitor,1,2018,36184189.12,12473,755,90,2901,47926.08,402046.55,0,0.3992,0.057
Besivance,Besifloxacin HCl,1,2018,36600871.11,1122210,220461,156391,32.61,166.02,234.03,0,0.0717,0.0667
Betadine,Povidone-Iodine,1,2018,2216.84,3466,82,61,0.64,27.03,36.34,0,-0.2036,-0.0564
Betamethasone Diprop Augmented,Betamethasone Dipropionate,1,2018,768385.63,354337,7881,4553,2.17,97.5,168.76,0,0.0101,0.0062
Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,11,2018,25942602.84,20934345,400844,230148,1.22,64.72,112.72,0,0.0388,-0.0468
Betamethasone Dipropionate,Betamethasone Dipropionate,10,2018,53520115.54,36230153,738819,402925,1.52,72.44,132.83,0,-0.015,-0.0321
Betamethasone Sod Phos-Acetate,"Betamethasone Acetate,Sod Phos",1,2018,34583.78,20229,658,522,1.71,52.56,66.25,1,0.2354,0.5614
Betamethasone Valerate,Betamethasone Valerate,9,2018,13933074.87,14339460,292924,166907,0.91,47.57,83.48,0,0.0032,-0.0275
Betapace,Sotalol HCl,1,2018,1437133.51,71687,699,143,19.9,2055.98,10049.88,0,0.1275,0.0705
Betapace Af,Sotalol HCl,1,2018,535461.6,43095,431,80,12.2,1242.37,6693.27,0,0.003,0.0241
Betaseron,Interferon Beta-1b,1,2018,209413090.8,403410,27551,3221,519.11,7600.93,65014.93,0,0.0545,0.0525
Betaxolol HCl*,Betaxolol HCl,5,2018,2519811.05,861062,34030,8709,6.37,74.05,289.33,0,-0.0247,0.0062
Bethanechol Chloride,Bethanechol Chloride,9,2018,16881342.88,23725062,240253,50934,0.71,70.26,331.44,0,-0.1086,-0.036
Bethkis,Tobramycin,1,2018,269373.26,10080,45,19,26.72,5986.07,14177.54,0,0.0147,0.0183
Betimol,Timolol,2,2018,5968045.43,247323,31771,10847,24.1,187.85,550.2,0,0.0809,0.0621
Betoptic S,Betaxolol HCl,1,2018,7840246.21,255140,18827,4861,30.73,416.44,1612.89,0,0.0287,0.0109
Bevespi Aerosphere,Glycopyrrolate/Formoterol Fum,1,2018,49549192.99,1473105,117447,37671,33.64,421.89,1315.31,0,0.0412,0.0452
Bexarotene*,Bexarotene,7,2018,62515119.27,353891,3282,538,176.64,19047.87,116199.11,0,0.0047,-0.1016
Bexsero,"Meningococcal B Vaccine,4-Comp",1,2018,286451.01,798,1512,1180,358.96,189.45,242.76,0,0.0436,0.0445
Beyaz,Drospir/Eth Estra/Levomefol Ca,1,2018,53243.04,7336,190,27,7.26,280.23,1971.96,0,0.0652,0.0552
Bicalutamide,Bicalutamide,6,2018,6879360.59,11090816,232689,88173,0.62,29.56,78.02,0,-0.0567,0.0315
Bicillin C-R,Pen G Benz/Pen G Procaine,1,2018,126746.7,1943,651,462,65.25,194.7,274.34,0,0.1708,0.0603
Bicillin L-A,Penicillin G Benzathine,1,2018,3151882.95,38761,5125,2851,81.33,615,1105.54,0,0.1704,0.0685
Bidil,Isosorbide Dinit/Hydralazine,2,2018,15919559.2,4873417,45374,10516,3.27,350.85,1513.84,0,0.0419,0.0594
Biktarvy,Bictegrav/Emtricit/Tenofov Ala,1,2018,298250643.4,3003330,96404,20345,99.31,3093.76,14659.65,0,0.0639,0.0617
Bimatoprost*,Bimatoprost,6,2018,4330990.82,115742,26770,7336,37.42,161.79,590.37,0,-0.1207,-0.056
Bisoprolol Fumarate,Bisoprolol Fumarate,6,2018,19643158.61,38915029,600120,188910,0.5,32.73,103.98,0,-0.04,0.0395
Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,7,2018,11711631.53,54138696,747170,167423,0.22,15.67,69.95,0,0.0231,0.2089
Blephamide,Sulfacetamide/Prednisolone,1,2018,687543.97,23845,3266,2153,28.83,210.52,319.34,0,0.0133,0.0412
Blisovi 24 Fe,Norethindrone-E.Estradiol-Iron,1,2018,132645.98,92040,1943,558,1.44,68.27,237.72,0,-0.1098,-0.106
Blisovi Fe,Norethindrone-E.Estradiol-Iron,1,2018,320634.51,593695,12840,2974,0.54,24.97,107.81,0,0.0164,-0.008
Boniva*,Ibandronate Sodium,1,2018,1020338.34,5472,2363,803,186.47,431.8,1270.66,0,0.014,0.0062
Bonjesta,Doxylamine Succinate/Vit B6,1,2018,9985.45,960,18,13,10.4,554.75,768.11,1,0.0837,0.0388
Boostrix Tdap,"Diphth,Pertuss(Acell),Tet Vac",1,2018,26417575.68,226935,436811,434351,116.43,60.48,60.82,0,0.0035,0.021
Bortezomib*,Bortezomib,13,2018,398408.62,239,71,21,1666.98,5611.39,18971.84,0,-0.5063,-0.1636
Bosulif,Bosutinib,1,2018,88435745.26,525890,7669,1081,229.65,11531.59,81809.2,0,0.0672,0.0964
Botox,Onabotulinumtoxina,1,2018,49736653.88,60833,38249,16664,914.67,1300.34,2984.68,0,0.0562,0.0352
Braftovi,Encorafenib,1,2018,6441142.31,105014,621,249,61.34,10372.21,25868.04,0,0.086,0.1029
Breo Ellipta,Fluticasone/Vilanterol,1,2018,1159130487,201225861,2797371,645099,5.76,414.36,1796.83,0,0.0406,0.0375
Briellyn,Norethindrone-Ethin. Estradiol,1,2018,18973.51,22206,654,104,0.85,29.01,182.44,0,-0.0136,0.0184
Brilinta,Ticagrelor,1,2018,424101515.9,71783319,869389,194967,5.91,487.82,2175.25,0,0.0532,0.0564
Brimonidine Tartrate,Brimonidine Tartrate,7,2018,102646093.1,16463579,1733362,417669,6.56,59.22,245.76,0,-0.1392,-0.0804
Brisdelle,Paroxetine Mesylate,1,2018,208029.71,32106,812,198,6.48,256.19,1050.66,0,0.0392,0.0287
Briviact*,Brivaracetam,1,2018,47018390.39,3050066,39078,5165,17.74,1203.19,9103.27,0,0.079,0.0558
Bromfenac Sodium,Bromfenac Sodium,3,2018,3428775.62,50263,22283,11177,68.22,153.87,306.77,0,-0.1127,0.0324
Bromocriptine Mesylate,Bromocriptine Mesylate,5,2018,12281191.19,3754343,49758,8529,3.29,246.82,1439.93,0,0.0403,-0.0096
Bromsite,Bromfenac Sodium,1,2018,11180031.91,207956,40389,25462,53.76,276.81,439.09,0,0.0161,0.0098
Brovana,Arformoterol Tartrate,1,2018,19336665.13,2263965,30601,6716,8.54,631.9,2879.19,0,-0.1854,-0.0315
Bss,Balanced Salt Irrig Soln No.2,1,2018,4931.1,5051,139,35,0.98,35.48,140.89,0,-0.2793,-0.0185
Budesonide Dr,Budesonide,4,2018,39556085.82,5989880,75616,29087,6.64,523.12,1359.92,0,-0.1794,-0.2838
Budesonide EC,Budesonide,4,2018,53923582.62,6908322,88122,49338,7.8,611.92,1092.94,0,0.063,-0.1867
Budesonide ER,Budesonide,3,2018,7682932.55,167511,4862,2481,45.8,1580.2,3096.71,0,0.8739,-0.2214
Budesonide*,Budesonide,11,2018,56371192.08,17037616,228300,44006,3.31,246.92,1280.99,0,0.0167,-0.0615
Bumetanide*,Bumetanide,12,2018,103300349.2,119018324,1733989,387790,0.86,59.57,266.38,0,-0.0627,-0.0404
Buphenyl,Sodium Phenylbutyrate,1,2018,4083563.88,125670,193,27,33.47,21158.36,151243.11,0,0.0593,0.0336
Bupivacaine HCl,Bupivacaine HCl,2,2018,1812.22,33647,164,78,0.05,11.05,23.23,0,0.3568,0.101
Bupivacaine HCl,Bupivacaine HCl/PF,3,2018,7016.85,63897,623,432,0.12,11.26,16.24,0,0.2106,0.1267
Buprenex,Buprenorphine HCl,1,2018,1092785.79,71715,313,31,15.24,3491.33,35251.15,0,0.0203,0.0095
Buprenorphine,Buprenorphine,5,2018,36674519.36,409296,101076,26928,89.28,362.84,1361.95,0,0.0064,-0.0212
Buprenorphine HCl*,Buprenorphine HCl,7,2018,13903810.11,9075415,162616,22280,1.54,85.5,624.05,0,-0.0015,-0.0752
Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,14,2018,47436554.11,10778361,269613,34702,4.46,175.94,1366.97,0,-0.0304,-0.0338
Bupropion HCl,Bupropion HCl,8,2018,21659829.43,44948464,597480,167277,0.48,36.25,129.48,0,-0.047,-0.0598
Bupropion HCl SR,Bupropion HCl,13,2018,71253746.18,177965053,2287088,561407,0.4,31.15,126.92,0,0.0015,-0.0246
Bupropion XL,Bupropion HCl,28,2018,209525080.4,238265984,4482184,880513,0.88,46.75,237.96,0,-0.1031,-0.071
Buspirone HCl,Buspirone HCl,19,2018,79769076.94,387575418,4372148,898378,0.22,18.24,88.79,0,-0.0408,-0.0267
Butalb-Acetaminoph-Caff-Codein,Butalbit/Acetamin/Caff/Codeine,4,2018,7313664.99,4223157,54949,11082,1.79,133.1,659.96,0,0.0828,0.0029
Butalbital Compound-Codeine,Codeine/Butalbital/Asa/Caffein,2,2018,3359903.69,2075261,25387,4776,1.62,132.35,703.5,0,-0.0112,-0.0007
Butalbital-Acetaminophen,Butalbital/Acetaminophen,5,2018,1846153.64,1003368,15017,4784,1.87,122.94,385.9,0,0.0057,0.0373
Butalbital-Acetaminophen-Caffe,Butalb/Acetaminophen/Caffeine,19,2018,30697984.45,31717679,500485,193647,1,61.34,158.53,0,0.0007,-0.0809
Butalbital-Aspirin-Caffeine,Butalbital/Aspirin/Caffeine,2,2018,5089414.05,4883869,77934,22628,1.04,65.3,224.92,0,0.0089,0.0062
Butorphanol Tartrate*,Butorphanol Tartrate,3,2018,1933915.03,147648,24479,4460,14.4,79,433.61,0,-0.0189,0.0798
Butrans,Buprenorphine,1,2018,68718531.3,547512,135729,30224,125.12,506.29,2273.64,0,0.0737,0.0901
Bydureon Bcise,Exenatide Microspheres,1,2018,111967298.9,576940,124558,38374,194.07,898.92,2917.79,0,0.0414,0.051
Bydureon Pen,Exenatide Microspheres,1,2018,270926739.3,1636164,300214,64715,165.59,902.45,4186.46,0,0.03,0.0479
Byetta,Exenatide,1,2018,79558651.2,239537,73664,15902,368.81,1080.02,5003.06,0,0.0308,0.0344
Bystolic,Nebivolol HCl,1,2018,406176262.8,93405253,1742975,332121,4.35,233.04,1222.98,0,-0.1496,0.0091
C-Nate DHA,PNV 11/Iron Fum/Folic Acid/Om3,1,2018,8932.67,5280,117,58,1.69,76.35,154.01,0,0.0333,-0.0103
Cabergoline,Cabergoline,5,2018,12094660.44,955118,71446,14507,12.66,169.28,833.71,0,0.0103,-0.0938
Cabometyx,Cabozantinib S-Malate,1,2018,320398543.5,560902,18093,3865,571.13,17708.43,82897.42,0,0.0998,0.0906
Caduet,Amlodipine/Atorvastatin,1,2018,4480825.83,271761,4235,930,16.49,1058.05,4818.09,0,0.0554,0.0447
Calan SR,Verapamil HCl,2,2018,1387030.99,169715,2192,505,8.23,632.77,2746.6,0,0.0333,0.0158
Calcipotriene,Calcipotriene,10,2018,182111780,45781305,304111,116964,3.91,598.83,1556.99,0,0.1072,-0.1022
Calcipotriene-Betamethasone Dp,Calcipotriene/Betamethasone,3,2018,6140578.9,773315,5953,5603,7.94,1031.51,1095.94,0,-0.025,-0.0429
Calcitonin-Salmon*,"Calcitonin,Salmon,Synthetic",4,2018,18596486.97,1260978,265187,76106,14.79,70.13,244.35,0,0.1091,0.0209
Calcitriol*,Calcitriol,11,2018,30509361.86,45829363,930931,289969,0.65,32.77,105.22,0,-0.1067,-0.059
Calcium Acetate,Calcium Acetate,13,2018,51933941.97,140883494,601428,153347,0.37,86.35,338.67,0,-0.0459,0.0269
Calcium Chloride,Calcium Chloride,1,2018,1175.84,1150,16,11,1.02,73.49,106.89,1,0,-0.1573
Calcium Gluconate,Calcium Gluconate,1,2018,25355.29,197056,179,58,0.13,141.65,437.16,0,-0.3375,-0.0251
Calquence,Acalabrutinib,1,2018,33476152.1,140581,2454,586,238.13,13641.46,57126.54,0,0.027,0.0093
Cambia,Diclofenac Potassium,1,2018,6227915.46,93211,7438,2236,66.82,837.31,2785.29,0,0.0847,0.1128
Camila,Norethindrone,1,2018,164612.2,275706,6145,1709,0.6,26.79,96.32,0,0.0475,-0.0149
Camrese,L-Norgest/E.Estradiol-E.Estrad,1,2018,184952.38,119456,1309,686,1.55,141.29,269.61,0,-0.0976,-0.1179
Camrese Lo,L-Norgest/E.Estradiol-E.Estrad,1,2018,94964.83,60636,666,268,1.57,142.59,354.35,0,-0.0653,-0.0378
Canasa,Mesalamine,1,2018,51092318.65,1442392,41339,15622,35.42,1235.94,3270.54,0,0.0406,0.0256
Cancidas,Caspofungin Acetate,1,2018,926924.73,42904,537,107,23.46,1726.12,8662.85,1,0.0486,0.9061
Candesartan Cilexetil,Candesartan Cilexetil,4,2018,26411988.84,13470134,215376,56061,1.98,122.63,471.13,0,0.0558,-0.0378
Candesartan-Hydrochlorothiazid,Candesartan/Hydrochlorothiazid,3,2018,9785982.11,3627836,56214,15233,2.7,174.08,642.42,0,0.0286,-0.0181
Capex Shampoo,Fluocinolone Acetonide,1,2018,432250.4,134370,1005,614,3.22,430.1,703.99,0,-0.032,-0.0021
Caprelsa,Vandetanib,1,2018,10972914.93,37101,881,127,323.79,12455.07,86400.9,0,0.2928,0.0742
Captopril,Captopril,6,2018,13113367.99,10794702,104725,37759,1.17,125.22,347.29,0,-0.0175,-0.0511
Carac,Fluorouracil,1,2018,268593.95,3300,91,70,81.39,2951.58,3837.06,0,0.005,-0.0027
Carafate,Sucralfate,1,2018,102769800.2,219335523,325699,125949,0.48,315.54,815.96,0,0.2098,0.1328
Carbamazepine,Carbamazepine,9,2018,69688321.82,157819848,1064903,167861,0.51,65.44,415.15,0,-0.0708,-0.0167
Carbamazepine ER,Carbamazepine,12,2018,84361982.29,55530931,538873,81287,1.58,156.55,1037.83,0,-0.0116,-0.0244
Carbatrol,Carbamazepine,1,2018,5149066.91,2870067,20711,2603,1.79,248.62,1978.13,0,0.0129,0.0084
Carbidopa,Carbidopa,7,2018,14119995.33,2204088,16453,3330,6.56,858.2,4240.24,0,-0.0488,-0.1428
Carbidopa-Levodopa,Carbidopa/Levodopa,11,2018,107718421.2,526460175,2863676,483807,0.21,37.62,222.65,0,-0.0702,0.0013
Carbidopa-Levodopa ER,Carbidopa/Levodopa,7,2018,38722470.39,66896188,557295,104396,0.59,69.48,370.92,0,-0.0648,-0.0123
Carbidopa-Levodopa-Entacapone,Carbidopa/Levodopa/Entacapone,5,2018,32748468.38,14635661,101004,14720,2.24,324.23,2224.76,0,-0.0838,-0.0539
Carbinoxamine Maleate,Carbinoxamine Maleate,3,2018,816795.45,115321,1506,1180,6.63,542.36,692.2,0,-0.2062,0.0258
Carboplatin,Carboplatin,5,2018,121371.8,109322,1921,601,1.11,63.18,201.95,0,-0.0551,-0.0015
Cardizem,Diltiazem HCl,1,2018,507252.93,63498,430,108,8.07,1179.66,4696.79,0,-0.0134,0.0184
Cardizem CD,Diltiazem HCl,1,2018,6640221.28,194211,3017,683,35.58,2200.94,9722.14,0,0.0494,0.0478
Cardizem La,Diltiazem HCl,1,2018,4829677.18,1492135,21903,6434,3.33,220.5,750.65,0,-0.0153,-0.0053
Cardura,Doxazosin Mesylate,2,2018,1370615.31,290543,4207,864,4.73,325.79,1586.36,0,0.0466,0.0383
Cardura XL,Doxazosin Mesylate,1,2018,528669.15,100384,1827,631,5.27,289.36,837.83,0,0.037,0.038
Carefine Pen Needle,"Pen Needle, Diabetic",1,2018,227401.46,681805,5231,2313,0.33,43.47,98.31,0,0.007,0.0134
Caretouch Alcohol Prep Pad,Alcohol Antiseptic Pads,1,2018,12889.92,133280,1190,289,0.1,10.83,44.6,0,-0.216,-0.2257
Caretouch Pen Needle,"Pen Needle, Diabetic",1,2018,3712.98,17400,131,65,0.21,28.34,57.12,0,-0.4768,-0.2333
Carisoprodol,Carisoprodol,13,2018,5005552.95,28446069,342297,98270,0.19,14.62,50.94,0,0.1132,0.0248
Carnitor,Levocarnitine (With Sugar),1,2018,70076.87,244118,471,131,0.29,148.78,534.94,0,0.0358,0.0281
Carnitor SF,Levocarnitine,1,2018,25858.72,71788,149,32,0.36,173.55,808.09,0,0.1437,0.0249
Carnitor*,Levocarnitine,1,2018,423611.21,391795,2403,584,1.05,176.28,725.36,1,-0.1036,0.1185
Carospir,Spironolactone,1,2018,69201.58,30904,120,48,2.24,576.68,1441.7,0,0.1584,0.1187
Carteolol HCl,Carteolol HCl,1,2018,476745.05,218263,22184,5751,2.18,21.49,82.9,0,0.0399,0.045
Cartia Xt,Diltiazem HCl,1,2018,70332832.88,135945945,2008403,520319,0.52,35.02,135.17,0,-0.18,-0.0018
Carvedilol,Carvedilol,16,2018,131549457.8,1693738812,15134981,3095651,0.08,8.69,42.49,0,0.0162,0.028
Carvedilol ER,Carvedilol Phosphate,4,2018,31939935.29,4537870,75205,17631,7.03,424.7,1811.58,0,-0.0462,-0.0222
Casodex,Bicalutamide,1,2018,203605.38,2250,48,81,90.49,4241.78,2513.65,0,0.116,0.0062
Caspofungin Acetate,Caspofungin Acetate,5,2018,1358383.35,72563,584,165,26.93,2326,8232.63,1,-0.186,-0.2163
Catapres-Tts 1,Clonidine,1,2018,342022.25,6442,1122,279,53.09,304.83,1225.89,1,-0.0043,0.05
Catapres-Tts 2,Clonidine,1,2018,1341129.87,13830,2092,430,96.97,641.08,3118.91,0,0.0342,0.0452
Catapres-Tts 3,Clonidine,1,2018,2460953.42,18241,2725,499,134.91,903.1,4931.77,0,0.0025,0.0439
Caverject,Alprostadil,1,2018,15360.16,164,23,12,94.07,667.83,1280.01,1,-0.013,0.0341
Cayston,Aztreonam Lysine,1,2018,29035925.49,277032,3297,935,104.81,8806.77,31054.47,0,0.0696,0.0622
Cefaclor,Cefaclor,2,2018,239351.66,152597,4952,9854,1.58,48.33,24.29,0,0.1238,0.0753
Cefaclor ER,Cefaclor,1,2018,71923.02,4896,247,187,14.69,291.19,384.62,0,0.0159,-0.0039
Cefadroxil,Cefadroxil,6,2018,2791572.35,5360306,222842,170266,0.52,12.53,16.4,0,0.0804,0.0302
Cefazolin Sodium*,Cefazolin Sodium,11,2018,3043846.2,3519082,49992,13594,1.15,60.89,223.91,1,0.0852,0.0523
Cefazolin Sodium-Dextrose,"Cefazolin Sodium/Dextrose,Iso",2,2018,312193.53,2126650,3436,1048,0.76,90.86,297.89,1,0.0333,0.471
Cefdinir,Cefdinir,8,2018,32374329.3,24975990,1332300,1100668,1.34,24.3,29.41,0,-0.0406,-0.0235
Cefepime,Cefepime In Iso-Osm Dextrose,1,2018,1524405.71,3075218,5747,1945,0.52,265.25,783.76,0,0.0254,-0.0117
Cefepime HCl*,Cefepime HCl,11,2018,11357454.74,4783623,70156,24834,2.59,161.89,457.33,1,0.4224,0.1743
Cefepime-Dextrose,Cefepime HCl In Dextrose 5 %,1,2018,214194.17,21181,1874,877,10.03,114.3,244.24,1,0.076,0.1776
Cefixime,Cefixime,5,2018,474906.84,99571,977,761,4.92,486.09,624.06,0,0.0763,0.2877
Cefotetan,Cefotetan Disodium,1,2018,17790.9,6675,80,53,2.62,222.39,335.68,1,11.3207,0.7819
